close_timestamp,symbol,entry_time,exit_time,entry_price,exit_price,amount,gross_pnl,net_pnl,pnl_pct,fee_entry,fee_exit,fee_total,hold_duration_hours,exit_reason
2026-04-02T17:45:33.115Z,XCN-USD,2026-04-02T16:03:00.931Z,2026-04-02T17:45:33.115Z,0.00476,0.00473,5263.1578,-0.157895,-0.357684,-0.6303,0.100210525,0.099578946,0.199789,1.71,synced
2026-04-02T18:08:40.576Z,SUI-USD,2026-04-02T12:02:49.550Z,2026-04-02T18:08:40.576Z,0.8499,0.8509,6.06466,0.006065,-0.035194,0.1177,0.02061741,0.02064168,0.041259,6.1,synced
2026-04-03T08:02:46.599Z,DOGE-USD,2026-04-02T22:59:13.996Z,2026-04-03T08:02:46.599Z,0.090496,0.091224,142.37527372,0.103649,0.000159,0.8045,0.051537571,0.051952168,0.10349,9.06,synced
2026-04-03T18:52:07.901Z,VIRTUAL-USD,2026-04-02T17:45:25.605Z,2026-04-03T18:52:07.901Z,0.6322,0.6389,39.26495,0.263075,0.063435,1.0598,0.09929,0.10035,0.19964,25.11,synced
2026-04-05T02:02:10.488Z,PEPE-USD,2026-04-04T04:03:00.421Z,2026-04-05T02:02:10.488Z,3.374e-06,3.368e-06,2036355.04,-0.012218,-0.067128,-0.1778,0.02748,0.02743,0.05491,21.99,synced
2026-04-05T06:13:08.114Z,LINK-USD,2026-04-03T08:03:06.663Z,2026-04-05T06:13:08.114Z,8.71345,8.54701,1.66953103,-0.277877,-0.393145,-1.9102,0.05819,0.057078,0.115268,46.17,synced
2026-04-05T08:02:49.734Z,ETH-USD,2026-04-02T16:02:43.491Z,2026-04-05T08:02:49.734Z,2059.71,2036.65,0.00685908,-0.15817,-0.27056,-1.1196,0.05651,0.05588,0.11239,64.0,synced
2026-04-05T12:47:03.291Z,XRP-USD,2026-04-02T22:59:34.362Z,2026-04-05T12:47:03.291Z,1.31833,1.2786,5.48110845,-0.217764,-0.274701,-3.0137,0.02890364,0.02803258,0.056936,61.79,synced
2026-04-06T23:00:05.900Z,AVAX-USD,2026-04-02T22:59:43.555Z,2026-04-06T23:00:05.900Z,8.75,9.11,2.85714285,1.028571,0.824461,4.1143,0.1,0.10411,0.20411,96.01,synced
2026-04-07T05:06:52-0700,TRUMP-USD,2026-04-02T16:02:51.728Z,2026-04-07T05:06:52-0700,2.82,2.79,8.87468,-0.26624,-0.46539,-1.0638,0.10011,0.09904,0.19915,116.07,synced
2026-04-07T15:01:18-0700,ZEC-USD,2026-04-05T08:03:01.760Z,2026-04-07T15:01:18-0700,244.58,306.12,0.06424954,3.953917,3.812387,25.1615,0.06286,0.07867,0.14153,61.97,synced
2026-04-07T17:54:32-0700,DASH-USD,2026-04-07T05:09:54-0700,2026-04-07T17:54:32-0700,30.343,32.672,0.8259548,1.923649,1.715452,7.6756,0.100251,0.107946,0.208197,12.74,synced
2026-04-08T09:10:06-0700,TAO-USD,2026-04-08T05:05:40-0700,2026-04-08T09:10:06-0700,343.692,336.0848,0.03946,-0.30018,-0.407476,-2.2134,0.05424838,0.05304767,0.107296,4.07,synced
2026-04-10T05:09:51-0700,BNB-USD,2026-04-06T20:02:59Z,2026-04-10T05:09:51-0700,606.68,602.94,0.04119,-0.154051,-0.353351,-0.6165,0.09996,0.09934,0.1993,88.11,strategy_signal
2026-04-10T14:10:51-0700,TAO-USD,2026-04-10T20:07:41Z,2026-04-10T14:10:51-0700,265.3066,261.2892,0.05107,-0.205169,-0.312742,-1.5142,0.05419685,0.0533762,0.107573,1.05,strategy_signal
2026-04-11T19:08:09-0700,PENGU-USD,2026-04-02T22:59:55Z,2026-04-11T19:08:09-0700,0.006225,0.006615,4013.4853,1.565259,1.359119,6.2651,0.09994,0.1062,0.20614,219.14,trailing_stop
2026-04-12T03:55:52-0700,CRV-USD,2026-04-10T08:07:39Z,2026-04-12T03:55:52-0700,0.21989999999999998,0.2109,41.36010212,-0.372241,-0.443531,-4.0928,0.0364,0.03489,0.07129,50.8,trailing_stop
2026-04-13T00:11:24-0700,DASH-USD,2026-04-13T00:05:22Z,2026-04-13T00:11:24-0700,41.069,41.78,0.60966687,0.433473,0.231429,1.7312,0.100154,0.10189,0.202044,7.1,trailing_stop
2026-04-16T21:17:35-0700,FET-USD,2026-04-16T12:16:33Z,2026-04-16T21:17:35-0700,0.23229999999999998,0.2314,23.66846989,-0.021302,-0.065211,-0.3874,0.022002,0.021907,0.043909,16.02,trailing_stop
2026-04-17T03:44:34-0700,NEAR-USD,2026-04-16T08:14:34Z,2026-04-17T03:44:34-0700,1.4270000000000003,1.37,10.26863667,-0.585312,-0.700272,-3.9944,0.05865,0.05631,0.11496,26.5,trailing_stop
2026-04-18T01:16:27-0700,TRX-USD,2026-04-17T20:11:31Z,2026-04-18T01:16:27-0700,0.327226,0.327471,22.80561934,0.005587,-0.054136,0.0749,0.0298504,0.0298727,0.059723,12.08,strategy_signal
2026-04-18T01:37:27-0700,UNI-USD,2026-04-16T04:10:06Z,2026-04-18T01:37:27-0700,3.2439999999999998,3.427,7.70416024,1.409861,1.204271,5.6412,0.09997,0.10562,0.20559,52.46,trailing_stop
2026-04-18T17:42:57-0700,ZRO-USD,2026-04-11T04:07:45Z,2026-04-18T17:42:57-0700,1.9420000000000002,1.718,4.71676,-1.056554,-1.125645,-11.5345,0.0366587,0.0324324,0.069091,188.59,trailing_stop
2026-04-18T18:34:29-0700,SOL-USD,2026-04-08T12:05:27Z,2026-04-18T18:34:29-0700,84.45,85.67,0.08470075,0.103335,0.045695,1.4446,0.02861,0.02903,0.05764,253.48,trailing_stop
2026-04-18T21:44:19-0700,ETH-USD,2026-04-16T04:09:57Z,2026-04-18T21:44:19-0700,2358.38,2316.4300000000003,0.00870868,-0.365329,-0.528169,-1.7788,0.08215,0.08069,0.16284,72.57,trailing_stop
